smile,scan,qm_relative_energy,wb97m_relative_energy
CC(=O)Nc1cccs1,170,0.212,0.174039966
CC(=O)Nc1cccs1,180,0,0
CC(=O)OC,-170,0.107,0.07447993
CC(=O)OC,-160,1.148,1.030450199
CC(=O)OC,-150,2.889,2.602477991
CC(=O)OC,-140,5.12,4.618066849
CC(=O)OC,-130,7.509,6.796181553
CC(=O)OC,-120,9.721,8.857715654
CC(=O)OC,-110,11.55,10.58971244
CC(=O)OC,-100,12.808,11.81534019
CC(=O)OC,-90,13.448,12.42245617
CC(=O)OC,-80,13.546,12.49646265
CC(=O)OC,-70,13.479,12.39596719
CC(=O)OC,-60,12.183,11.15074202
CC(=O)OC,-50,10.918,9.952458145
CC(=O)OC,-40,9.707,8.808311441
CC(=O)OC,-30,8.715,7.861786685
CC(=O)OC,-20,8.015,7.189793014
CC(=O)OC,-10,7.616,6.811243061
CC(=O)OC,0,7.475,6.669274509
CC(=O)OC,10,7.616,6.811906215
CC(=O)OC,20,8.013,7.189820249
CC(=O)OC,30,8.713,7.86112625
CC(=O)OC,40,9.709,8.809188749
CC(=O)OC,50,10.92,9.953443254
CC(=O)OC,60,12.183,11.15142146
CC(=O)OC,70,13.477,12.39462823
CC(=O)OC,80,13.546,12.49679332
CC(=O)OC,90,13.448,12.42233238
CC(=O)OC,100,12.808,11.81507009
CC(=O)OC,110,11.548,10.58887928
CC(=O)OC,120,9.721,8.857191034
CC(=O)OC,130,7.507,6.796225264
CC(=O)OC,140,5.122,4.619586316
CC(=O)OC,150,2.889,2.603546662
CC(=O)OC,160,1.144,1.028347084
CC(=O)OC,170,0.107,0.073862887
CC(=O)OC,180,0,0
Cn1ccnc1c2ccccn2,-170,0.108,0.084002707
Cn1ccnc1c2ccccn2,-160,0.399,0.275080224
Cn1ccnc1c2ccccn2,-150,0.945,0.668092517
Cn1ccnc1c2ccccn2,-140,1.82,1.345739089
Cn1ccnc1c2ccccn2,-130,3.008,2.294348286
Cn1ccnc1c2ccccn2,-120,4.445,3.447451768
Cn1ccnc1c2ccccn2,-110,6.003,4.684711701
Cn1ccnc1c2ccccn2,-100,7.443,5.820173119
Cn1ccnc1c2ccccn2,-90,8.532,6.658114344
Cn1ccnc1c2ccccn2,-80,9.046,7.071585168
Cn1ccnc1c2ccccn2,-70,8.899,7.106831157
Cn1ccnc1c2ccccn2,-60,8.536,6.985109895
Cn1ccnc1c2ccccn2,-50,8.242,6.929226143
Cn1ccnc1c2ccccn2,-40,8.23,7.122903879
Cn1ccnc1c2ccccn2,-30,8.585,7.661108471
Cn1ccnc1c2ccccn2,-20,9.304,8.528071657
Cn1ccnc1c2ccccn2,-10,10.285,9.579259442
Cn1ccnc1c2ccccn2,0,10.962,10.12960318
Cn1ccnc1c2ccccn2,10,10.289,9.579692157
Cn1ccnc1c2ccccn2,20,9.306,8.525621072
Cn1ccnc1c2ccccn2,30,8.579,7.658396176
Cn1ccnc1c2ccccn2,40,8.228,7.123462005
Cn1ccnc1c2ccccn2,50,8.242,6.929456816
Cn1ccnc1c2ccccn2,60,8.534,6.983106636
Cn1ccnc1c2ccccn2,70,8.899,7.1049296
Cn1ccnc1c2ccccn2,80,9.042,7.066877319
Cn1ccnc1c2ccccn2,90,8.532,6.659117951
Cn1ccnc1c2ccccn2,100,7.443,5.820176737
Cn1ccnc1c2ccccn2,110,5.999,4.681669149
Cn1ccnc1c2ccccn2,120,4.443,3.446333675
Cn1ccnc1c2ccccn2,130,3.012,2.299149759
Cn1ccnc1c2ccccn2,140,1.82,1.344432074
Cn1ccnc1c2ccccn2,150,0.945,0.665574751
Cn1ccnc1c2ccccn2,160,0.395,0.273196925
Cn1ccnc1c2ccccn2,170,0.106,0.085972867
Cn1ccnc1c2ccccn2,180,0,0
CN(C)C(=O)c1ccccc1,-170,2.145,1.910978963
CN(C)C(=O)c1ccccc1,-160,0.971,0.852916018
CN(C)C(=O)c1ccccc1,-150,0.264,0.220758206
CN(C)C(=O)c1ccccc1,-140,0,0.000106565
CN(C)C(=O)c1ccccc1,-130,0.15,0.110601883
CN(C)C(=O)c1ccccc1,-120,0.458,0.393407624
CN(C)C(=O)c1ccccc1,-110,0.868,0.705144703
CN(C)C(=O)c1ccccc1,-100,1.204,0.93917985
CN(C)C(=O)c1ccccc1,-90,1.292,0.987584733
CN(C)C(=O)c1ccccc1,-80,1.121,0.880871863
CN(C)C(=O)c1ccccc1,-70,0.742,0.604144624
CN(C)C(=O)c1ccccc1,-60,0.321,0.269151971
CN(C)C(=O)c1ccccc1,-50,0.055,0.030408611
CN(C)C(=O)c1ccccc1,-40,0.045,0.053725428
CN(C)C(=O)c1ccccc1,-30,0.495,0.46929604
CN(C)C(=O)c1ccccc1,-20,1.423,1.322920445
CN(C)C(=O)c1ccccc1,-10,2.799,2.579691248
CN(C)C(=O)c1ccccc1,0,4.523,4.139385374
CN(C)C(=O)c1ccccc1,10,2.799,2.580066133
CN(C)C(=O)c1ccccc1,20,1.425,1.32356428
CN(C)C(=O)c1ccccc1,30,0.495,0.469734361
CN(C)C(=O)c1ccccc1,40,0.043,0.053485814
CN(C)C(=O)c1ccccc1,50,0.055,0.031184369
CN(C)C(=O)c1ccccc1,60,0.321,0.270425491
CN(C)C(=O)c1ccccc1,70,0.742,0.602340171
CN(C)C(=O)c1ccccc1,80,1.121,0.879885159
CN(C)C(=O)c1ccccc1,90,1.29,0.986277373
CN(C)C(=O)c1ccccc1,100,1.202,0.938719319
CN(C)C(=O)c1ccccc1,110,0.866,0.703045246
CN(C)C(=O)c1ccccc1,120,0.458,0.394750451
CN(C)C(=O)c1ccccc1,130,0.15,0.110348991
CN(C)C(=O)c1ccccc1,140,0,0
CN(C)C(=O)c1ccccc1,150,0.262,0.219135919
CN(C)C(=O)c1ccccc1,160,0.969,0.851000848
CN(C)C(=O)c1ccccc1,170,2.145,1.912360826
CN(C)C(=O)c1ccccc1,180,3.743,3.355119512
c1ccc(cc1)c2ccccc2F,-170,2.916,3.102815884
c1ccc(cc1)c2ccccc2F,-160,1.505,1.70006186
c1ccc(cc1)c2ccccc2F,-150,0.481,0.633368036
c1ccc(cc1)c2ccccc2F,-140,0.004,0.072228864
c1ccc(cc1)c2ccccc2F,-130,0.068,0.021816504
c1ccc(cc1)c2ccccc2F,-120,0.545,0.338442498
c1ccc(cc1)c2ccccc2F,-110,1.173,0.82357529
c1ccc(cc1)c2ccccc2F,-100,1.689,1.236114945
c1ccc(cc1)c2ccccc2F,-90,1.878,1.371646994
c1ccc(cc1)c2ccccc2F,-80,1.667,1.216280053
c1ccc(cc1)c2ccccc2F,-70,1.116,0.778546319
c1ccc(cc1)c2ccccc2F,-60,0.478,0.291091972
c1ccc(cc1)c2ccccc2F,-50,0.024,0
c1ccc(cc1)c2ccccc2F,-40,0.049,0.135277706
c1ccc(cc1)c2ccccc2F,-30,0.617,0.803360395
c1ccc(cc1)c2ccccc2F,-20,1.696,1.935284688
c1ccc(cc1)c2ccccc2F,-10,3.053,3.275162132
c1ccc(cc1)c2ccccc2F,0,4.196,4.327555186
c1ccc(cc1)c2ccccc2F,10,3.059,3.278807047
c1ccc(cc1)c2ccccc2F,20,1.69,1.930095335
c1ccc(cc1)c2ccccc2F,30,0.619,0.806333642
c1ccc(cc1)c2ccccc2F,40,0.049,0.13572833
c1ccc(cc1)c2ccccc2F,50,0.028,0.002669841
c1ccc(cc1)c2ccccc2F,60,0.478,0.290373641
c1ccc(cc1)c2ccccc2F,70,1.116,0.77858711
c1ccc(cc1)c2ccccc2F,80,1.669,1.217834399
c1ccc(cc1)c2ccccc2F,90,1.878,1.371732387
c1ccc(cc1)c2ccccc2F,100,1.695,1.2407065
c1ccc(cc1)c2ccccc2F,110,1.173,0.825254564
c1ccc(cc1)c2ccccc2F,120,0.543,0.338897823
c1ccc(cc1)c2ccccc2F,130,0.066,0.018690533
c1ccc(cc1)c2ccccc2F,140,0,0.069795858
c1ccc(cc1)c2ccccc2F,150,0.483,0.635179121
c1ccc(cc1)c2ccccc2F,160,1.507,1.701718434
c1ccc(cc1)c2ccccc2F,170,2.92,3.104920817
c1ccc(cc1)c2ccccc2F,180,4.132,4.224612643
